Nome,Link
Mainichi Kaasan,https://en.wikipedia.org/wiki/Mainichi_Kaasan
Makoto Isshiki,https://en.wikipedia.org/wiki/Makoto_Isshiki
Makoto Kobayashi (artist),https://en.wikipedia.org/wiki/Makoto_Kobayashi_(artist)
Makoto Yukimura,https://en.wikipedia.org/wiki/Makoto_Yukimura
Manabu Senzaki,https://en.wikipedia.org/wiki/Manabu_Senzaki
Manga,https://en.wikipedia.org/wiki/Manga
Manga Taishō,https://en.wikipedia.org/wiki/Manga_Taish%C5%8D
March Comes in Like a Lion (film),https://en.wikipedia.org/wiki/March_Comes_in_Like_a_Lion_(film)
March Comes in Like a Lion – Azerbaijani,https://en.wikipedia.orghttps://az.wikipedia.org/wiki/March_Comes_in_Like_a_Lion
March Comes in like a Lion,https://en.wikipedia.org/wiki/March_Comes_in_like_a_Lion
March Comes in like a Lion (film),https://en.wikipedia.org/wiki/March_Comes_in_like_a_Lion_(film)
March Comes in like a Lion – French,https://en.wikipedia.orghttps://fr.wikipedia.org/wiki/March_Comes_in_like_a_Lion
March Comes in like a Lion – Tagalog,https://en.wikipedia.orghttps://tl.wikipedia.org/wiki/March_Comes_in_like_a_Lion
Mari Yamazaki,https://en.wikipedia.org/wiki/Mari_Yamazaki
Maria Holic,https://en.wikipedia.org/wiki/Maria_Holic
Marina Inoue,https://en.wikipedia.org/wiki/Marina_Inoue
Masaki Segawa (page does not exist),https://en.wikipedia.org/w/index.php?title=Masaki_Segawa&action=edit&redlink=1
Masaya Tsunamoto (page does not exist),https://en.wikipedia.org/w/index.php?title=Masaya_Tsunamoto&action=edit&redlink=1
Masayuki Ishikawa,https://en.wikipedia.org/wiki/Masayuki_Ishikawa
Meijin (shogi),https://en.wikipedia.org/wiki/Meijin_(shogi)
Metal Fighter Miku,https://en.wikipedia.org/wiki/Metal_Fighter_Miku
Michiharu Kusunoki,https://en.wikipedia.org/wiki/Michiharu_Kusunoki
Michiko Neya,https://en.wikipedia.org/wiki/Michiko_Neya
Miki Yamamoto (page does not exist),https://en.wikipedia.org/w/index.php?title=Miki_Yamamoto&action=edit&redlink=1
Mikio Igarashi,https://en.wikipedia.org/wiki/Mikio_Igarashi
Minetarō Mochizuki,https://en.wikipedia.org/wiki/Minetar%C5%8D_Mochizuki
Minoru Furuya,https://en.wikipedia.org/wiki/Minoru_Furuya
Misaki Kuno,https://en.wikipedia.org/wiki/Misaki_Kuno
Mitsuami no Kamisama (page does not exist),https://en.wikipedia.org/w/index.php?title=Mitsuami_no_Kamisama&action=edit&redlink=1
Mitsuo Iwata,https://en.wikipedia.org/wiki/Mitsuo_Iwata
Mitsutoshi Kubota,https://en.wikipedia.org/wiki/Mitsutoshi_Kubota
Monogatari (series),https://en.wikipedia.org/wiki/Monogatari_(series)
Monster (manga),https://en.wikipedia.org/wiki/Monster_(manga)
More information about this page,https://en.wikipedia.org/w/index.php?title=March_Comes_in_Like_a_Lion&action=info
Moto Hagio,https://en.wikipedia.org/wiki/Moto_Hagio
Motoka Murakami,https://en.wikipedia.org/wiki/Motoka_Murakami
Moyasimon: Tales of Agriculture,https://en.wikipedia.org/wiki/Moyasimon:_Tales_of_Agriculture
Mushi to Uta (page does not exist),https://en.wikipedia.org/w/index.php?title=Mushi_to_Uta&action=edit&redlink=1
Mushishi,https://en.wikipedia.org/wiki/Mushishi
My Neighbour Totoro,https://en.wikipedia.org/wiki/My_Neighbour_Totoro
NHK,https://en.wikipedia.org/wiki/NHK
NHK General TV,https://en.wikipedia.org/wiki/NHK_General_TV
Naniwa Kin'yūdō,https://en.wikipedia.org/wiki/Naniwa_Kin%27y%C5%ABd%C5%8D
Naoki Urasawa,https://en.wikipedia.org/wiki/Naoki_Urasawa
Natsu no Arashi!,https://en.wikipedia.org/wiki/Natsu_no_Arashi!
Natsuo Sekikawa (page does not exist),https://en.wikipedia.org/w/index.php?title=Natsuo_Sekikawa&action=edit&redlink=1
Negima! Magister Negi Magi,https://en.wikipedia.org/wiki/Negima!_Magister_Negi_Magi
Negima!?,https://en.wikipedia.org/wiki/Negima!%3F
Nisekoi,https://en.wikipedia.org/wiki/Nisekoi
Nobuhiko Okamoto,https://en.wikipedia.org/wiki/Nobuhiko_Okamoto
Nobuhisa Nozoe (page does not exist),https://en.wikipedia.org/w/index.php?title=Nobuhisa_Nozoe&action=edit&redlink=1
Nobuyuki Fukumoto,https://en.wikipedia.org/wiki/Nobuyuki_Fukumoto
Norifusa Mita,https://en.wikipedia.org/wiki/Norifusa_Mita
Northern America,https://en.wikipedia.org/wiki/Northern_America
OL Shinkaron,https://en.wikipedia.org/wiki/OL_Shinkaron
Oh My Goddess!,https://en.wikipedia.org/wiki/Oh_My_Goddess!
Okashi na Futari (page does not exist),https://en.wikipedia.org/w/index.php?title=Okashi_na_Futari&action=edit&redlink=1
"One Woman, Two Cats (page does not exist)","https://en.wikipedia.org/w/index.php?title=One_Woman,_Two_Cats&action=edit&redlink=1"
Onmyōji (novel series),https://en.wikipedia.org/wiki/Onmy%C5%8Dji_(novel_series)
Onna no Mado (page does not exist),https://en.wikipedia.org/w/index.php?title=Onna_no_Mado&action=edit&redlink=1
Onnoji (page does not exist),https://en.wikipedia.org/w/index.php?title=Onnoji&action=edit&redlink=1
Osamu Akimoto,https://en.wikipedia.org/wiki/Osamu_Akimoto
Osamu Tezuka,https://en.wikipedia.org/wiki/Osamu_Tezuka
Oya-san to Boku (page does not exist),https://en.wikipedia.org/w/index.php?title=Oya-san_to_Boku&action=edit&redlink=1
"P.S. Genki Desu, Shunpei (page does not exist)","https://en.wikipedia.org/w/index.php?title=P.S._Genki_Desu,_Shunpei&action=edit&redlink=1"
Pani Poni,https://en.wikipedia.org/wiki/Pani_Poni
Papa wa Nanda ka Wakaranai (page does not exist),https://en.wikipedia.org/w/index.php?title=Papa_wa_Nanda_ka_Wakaranai&action=edit&redlink=1
Parasyte,https://en.wikipedia.org/wiki/Parasyte
Paru Itagaki (page does not exist),https://en.wikipedia.org/w/index.php?title=Paru_Itagaki&action=edit&redlink=1
Past revisions of this page [h],https://en.wikipedia.org/w/index.php?title=March_Comes_in_Like_a_Lion&action=history
Permanent link to this revision of the page,https://en.wikipedia.org/w/index.php?title=March_Comes_in_Like_a_Lion&oldid=879023528
Ping-Pong Club,https://en.wikipedia.org/wiki/Ping-Pong_Club
Pluto (manga),https://en.wikipedia.org/wiki/Pluto_(manga)
Popotan,https://en.wikipedia.org/wiki/Popotan
Portal:Anime and Manga,https://en.wikipedia.org/wiki/Portal:Anime_and_Manga
Printable version of this page [p],https://en.wikipedia.org/w/index.php?title=March_Comes_in_Like_a_Lion&printable=yes
Prison School,https://en.wikipedia.org/wiki/Prison_School
Professional shogi player,https://en.wikipedia.org/wiki/Professional_shogi_player
Puella Magi Madoka Magica,https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica
Puella Magi Madoka Magica: The Movie,https://en.wikipedia.org/wiki/Puella_Magi_Madoka_Magica:_The_Movie
Ray Chase (voice actor),https://en.wikipedia.org/wiki/Ray_Chase_(voice_actor)
Rec (manga),https://en.wikipedia.org/wiki/Rec_(manga)
Recent changes in pages linked from this page [k],https://en.wikipedia.org/wiki/Special:RecentChangesLinked/March_Comes_in_Like_a_Lion
Reiko Okano,https://en.wikipedia.org/wiki/Reiko_Okano
Rieko Saibara,https://en.wikipedia.org/wiki/Rieko_Saibara
Risa Itō,https://en.wikipedia.org/wiki/Risa_It%C5%8D
Risu Akizuki,https://en.wikipedia.org/wiki/Risu_Akizuki
Robbie Daymond,https://en.wikipedia.org/wiki/Robbie_Daymond
Romantic comedy,https://en.wikipedia.org/wiki/Romantic_comedy
Roswell Hosoki (page does not exist),https://en.wikipedia.org/w/index.php?title=Roswell_Hosoki&action=edit&redlink=1
Ryo Kase,https://en.wikipedia.org/wiki/Ryo_Kase
Ryoko Yamagishi,https://en.wikipedia.org/wiki/Ryoko_Yamagishi
Ryunosuke Kamiki,https://en.wikipedia.org/wiki/Ryunosuke_Kamiki
Saint Young Men,https://en.wikipedia.org/wiki/Saint_Young_Men
Sake no Hosomichi (page does not exist),https://en.wikipedia.org/w/index.php?title=Sake_no_Hosomichi&action=edit&redlink=1
Sakura Diaries,https://en.wikipedia.org/wiki/Sakura_Diaries
Sangatsu no Lion – Russian,https://en.wikipedia.orghttps://ru.wikipedia.org/wiki/Sangatsu_no_Lion
Sangatsu no Lion – Spanish,https://en.wikipedia.orghttps://es.wikipedia.org/wiki/Sangatsu_no_Lion
Sangatsu no Lion – Turkish,https://en.wikipedia.orghttps://tr.wikipedia.org/wiki/Sangatsu_no_Lion
Sasami-san@Ganbaranai,https://en.wikipedia.org/wiki/Sasami-san@Ganbaranai
Satoru Noda (author) (page does not exist),https://en.wikipedia.org/w/index.php?title=Satoru_Noda_(author)&action=edit&redlink=1
Satoshi Murayama,https://en.wikipedia.org/wiki/Satoshi_Murayama
Sayonara Zetsubou Sensei,https://en.wikipedia.org/wiki/Sayonara_Zetsubou_Sensei
"Sayonara, Zetsubou-Sensei","https://en.wikipedia.org/wiki/Sayonara,_Zetsubou-Sensei"
Secondary education in Japan,https://en.wikipedia.org/wiki/Secondary_education_in_Japan
Seinen manga,https://en.wikipedia.org/wiki/Seinen_manga
Sensha Yoshida (page does not exist),https://en.wikipedia.org/w/index.php?title=Sensha_Yoshida&action=edit&redlink=1
Shaft (company),https://en.wikipedia.org/wiki/Shaft_(company)
Shigeru Chiba,https://en.wikipedia.org/wiki/Shigeru_Chiba
Shigeru Mizuki,https://en.wikipedia.org/wiki/Shigeru_Mizuki
Shikoku,https://en.wikipedia.org/wiki/Shikoku
Shin Ōnuma,https://en.wikipedia.org/wiki/Shin_%C5%8Cnuma
Shin-ichiro Miki,https://en.wikipedia.org/wiki/Shin-ichiro_Miki
Shindō (manga),https://en.wikipedia.org/wiki/Shind%C5%8D_(manga)
Shinsei Kigeki (page does not exist),https://en.wikipedia.org/w/index.php?title=Shinsei_Kigeki&action=edit&redlink=1
Shogi,https://en.wikipedia.org/wiki/Shogi#Player_ranking_and_handicaps
Shota Sometani,https://en.wikipedia.org/wiki/Shota_Sometani
Shotaro Ishinomori,https://en.wikipedia.org/wiki/Shotaro_Ishinomori
Showa: A History of Japan,https://en.wikipedia.org/wiki/Showa:_A_History_of_Japan
Shut Hell,https://en.wikipedia.org/wiki/Shut_Hell
Shōgi,https://en.wikipedia.org/wiki/Sh%C5%8Dgi
Shōwa Genroku Rakugo Shinjū,https://en.wikipedia.org/wiki/Sh%C5%8Dwa_Genroku_Rakugo_Shinj%C5%AB
Silver Spoon (manga),https://en.wikipedia.org/wiki/Silver_Spoon_(manga)
Space Brothers (manga),https://en.wikipedia.org/wiki/Space_Brothers_(manga)
Special:BookSources/978-4-59-214511-0,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214511-0
Special:BookSources/978-4-59-214512-7,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214512-7
Special:BookSources/978-4-59-214513-4,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214513-4
Special:BookSources/978-4-59-214514-1,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214514-1
Special:BookSources/978-4-59-214515-8,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214515-8
Special:BookSources/978-4-59-214516-5,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214516-5
Special:BookSources/978-4-59-214517-2,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214517-2
Special:BookSources/978-4-59-214518-9,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214518-9
Special:BookSources/978-4-59-214519-6,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214519-6
Special:BookSources/978-4-59-214520-2,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214520-2
Special:BookSources/978-4-59-214521-9,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214521-9
Special:BookSources/978-4-59-214522-6,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214522-6
Special:BookSources/978-4-59-214523-3,https://en.wikipedia.org/wiki/Special:BookSources/978-4-59-214523-3
Starship Girl Yamamoto Yohko,https://en.wikipedia.org/wiki/Starship_Girl_Yamamoto_Yohko
Steve Kramer (actor),https://en.wikipedia.org/wiki/Steve_Kramer_(actor)
Subaru Kimura,https://en.wikipedia.org/wiki/Subaru_Kimura
Suehiro Maruo,https://en.wikipedia.org/wiki/Suehiro_Maruo
Sunny Sunny Ann! (page does not exist),https://en.wikipedia.org/w/index.php?title=Sunny_Sunny_Ann!&action=edit&redlink=1
Support us,https://en.wikipedia.orghttps://donate.wikimedia.org/wiki/Special:FundraiserRedirector?utm_source=donate&utm_medium=sidebar&utm_campaign=C13_en.wikipedia.org&uselang=en
Sōten Kōro,https://en.wikipedia.org/wiki/S%C5%8Dten_K%C5%8Dro
Sư tử tháng 3 – Vietnamese,https://en.wikipedia.orghttps://vi.wikipedia.org/wiki/S%C6%B0_t%E1%BB%AD_th%C3%A1ng_3
TV Japan,https://en.wikipedia.org/wiki/TV_Japan
Taiyō Matsumoto,https://en.wikipedia.org/wiki/Taiy%C5%8D_Matsumoto
Takahiro Sakurai,https://en.wikipedia.org/wiki/Takahiro_Sakurai
Takashi Morimoto (page does not exist),https://en.wikipedia.org/w/index.php?title=Takashi_Morimoto&action=edit&redlink=1
Takehiko Inoue,https://en.wikipedia.org/wiki/Takehiko_Inoue
Takemitsuzamurai,https://en.wikipedia.org/wiki/Takemitsuzamurai
Takeshi Obata,https://en.wikipedia.org/wiki/Takeshi_Obata
Tankōbon,https://en.wikipedia.org/wiki/Tank%C5%8Dbon
Taro Yabe (page does not exist),https://en.wikipedia.org/w/index.php?title=Taro_Yabe&action=edit&redlink=1
Tarō Minamoto (page does not exist),https://en.wikipedia.org/w/index.php?title=Tar%C5%8D_Minamoto&action=edit&redlink=1
Tatsuya Nakazaki (page does not exist),https://en.wikipedia.org/w/index.php?title=Tatsuya_Nakazaki&action=edit&redlink=1
Tatsuya Oishi (director),https://en.wikipedia.org/wiki/Tatsuya_Oishi_(director)
Template talk:Akiyuki Shinbo (page does not exist),https://en.wikipedia.org/w/index.php?title=Template_talk:Akiyuki_Shinbo&action=edit&redlink=1
Template talk:Kodansha Manga Award - General,https://en.wikipedia.org/wiki/Template_talk:Kodansha_Manga_Award_-_General
Template talk:Manga Taishō,https://en.wikipedia.org/wiki/Template_talk:Manga_Taish%C5%8D
Template talk:Shaft Animation Studio,https://en.wikipedia.org/wiki/Template_talk:Shaft_Animation_Studio
Template talk:Tezuka Osamu Cultural Prize,https://en.wikipedia.org/wiki/Template_talk:Tezuka_Osamu_Cultural_Prize
Template:Akiyuki Shinbo,https://en.wikipedia.org/wiki/Template:Akiyuki_Shinbo
Template:Kodansha Manga Award - General,https://en.wikipedia.org/wiki/Template:Kodansha_Manga_Award_-_General
Template:Manga Taishō,https://en.wikipedia.org/wiki/Template:Manga_Taish%C5%8D
Template:Shaft Animation Studio,https://en.wikipedia.org/wiki/Template:Shaft_Animation_Studio
Template:Tezuka Osamu Cultural Prize,https://en.wikipedia.org/wiki/Template:Tezuka_Osamu_Cultural_Prize
Terpsichora,https://en.wikipedia.org/wiki/Terpsichora
Tetsujin Ganma (page does not exist),https://en.wikipedia.org/w/index.php?title=Tetsujin_Ganma&action=edit&redlink=1
Tetsuya Chiba,https://en.wikipedia.org/wiki/Tetsuya_Chiba
Tezuka Osamu Cultural Prize,https://en.wikipedia.org/wiki/Tezuka_Osamu_Cultural_Prize
The Fable (page does not exist),https://en.wikipedia.org/w/index.php?title=The_Fable&action=edit&redlink=1
The Life of Genius Professor Yanagizawa,https://en.wikipedia.org/wiki/The_Life_of_Genius_Professor_Yanagizawa
The Silent Service,https://en.wikipedia.org/wiki/The_Silent_Service
The SoulTaker,https://en.wikipedia.org/wiki/The_SoulTaker
The Strange Tale of Panorama Island,https://en.wikipedia.org/wiki/The_Strange_Tale_of_Panorama_Island
The Yellow Book: A Friend Named Jacques Thibault (page does not exist),https://en.wikipedia.org/w/index.php?title=The_Yellow_Book:_A_Friend_Named_Jacques_Thibault&action=edit&redlink=1
Thermae Romae,https://en.wikipedia.org/wiki/Thermae_Romae
This Ugly yet Beautiful World,https://en.wikipedia.org/wiki/This_Ugly_yet_Beautiful_World
Todd Haberkorn,https://en.wikipedia.org/wiki/Todd_Haberkorn
Toho,https://en.wikipedia.org/wiki/Toho
Tokyo,https://en.wikipedia.org/wiki/Tokyo
Tomokazu Sugita,https://en.wikipedia.org/wiki/Tomokazu_Sugita
Tomoya Nakamura,https://en.wikipedia.org/wiki/Tomoya_Nakamura
Toranosuke Shimada (page does not exist),https://en.wikipedia.org/w/index.php?title=Toranosuke_Shimada&action=edit&redlink=1
Toshio Naiki (page does not exist),https://en.wikipedia.org/w/index.php?title=Toshio_Naiki&action=edit&redlink=1
"Town of Evening Calm, Country of Cherry Blossoms","https://en.wikipedia.org/wiki/Town_of_Evening_Calm,_Country_of_Cherry_Blossoms"
Tsukuyomi: Moon Phase,https://en.wikipedia.org/wiki/Tsukuyomi:_Moon_Phase
Tsutomu Nihei,https://en.wikipedia.org/wiki/Tsutomu_Nihei
Twilight of the Dark Master,https://en.wikipedia.org/wiki/Twilight_of_the_Dark_Master
Tōru Ōkawa,https://en.wikipedia.org/wiki/T%C5%8Dru_%C5%8Ckawa
Umimachi Diary,https://en.wikipedia.org/wiki/Umimachi_Diary
Un marzo da leoni – Italian,https://en.wikipedia.orghttps://it.wikipedia.org/wiki/Un_marzo_da_leoni
United Kingdom,https://en.wikipedia.org/wiki/United_Kingdom
United States,https://en.wikipedia.org/wiki/United_States
Upload files [u],https://en.wikipedia.org/wiki/Wikipedia:File_Upload_Wizard
Vagabond (manga),https://en.wikipedia.org/wiki/Vagabond_(manga)
View the content page [c],https://en.wikipedia.org/wiki/March_Comes_in_Like_a_Lion
Vinland Saga (manga),https://en.wikipedia.org/wiki/Vinland_Saga_(manga)
Visit the Wikipedia store,https://en.wikipedia.org//shop.wikimedia.org
Visit the main page,https://en.wikipedia.org/wiki/Main_Page
Visit the main page [z],https://en.wikipedia.org/wiki/Main_Page
Wagashi,https://en.wikipedia.org/wiki/Wagashi
Wangan Midnight,https://en.wikipedia.org/wiki/Wangan_Midnight
Waru (manga),https://en.wikipedia.org/wiki/Waru_(manga)
Weekly Shōnen Jump,https://en.wikipedia.org/wiki/Weekly_Sh%C5%8Dnen_Jump
Wendee Lee,https://en.wikipedia.org/wiki/Wendee_Lee
What's Michael?,https://en.wikipedia.org/wiki/What%27s_Michael%3F
Wikipedia:About,https://en.wikipedia.org/wiki/Wikipedia:About
Wikipedia:General disclaimer,https://en.wikipedia.org/wiki/Wikipedia:General_disclaimer
Xander Mobus,https://en.wikipedia.org/wiki/Xander_Mobus
Xanthe Huynh,https://en.wikipedia.org/wiki/Xanthe_Huynh
Yajikita in Deep (page does not exist),https://en.wikipedia.org/w/index.php?title=Yajikita_in_Deep&action=edit&redlink=1
Yasuhisa Hara (page does not exist),https://en.wikipedia.org/w/index.php?title=Yasuhisa_Hara&action=edit&redlink=1
Yasuhito Yamamoto,https://en.wikipedia.org/wiki/Yasuhito_Yamamoto
Yoiko Hoshi (page does not exist),https://en.wikipedia.org/w/index.php?title=Yoiko_Hoshi&action=edit&redlink=1
Yomawari Neko (page does not exist),https://en.wikipedia.org/w/index.php?title=Yomawari_Neko&action=edit&redlink=1
Yoshihiro Tatsumi,https://en.wikipedia.org/wiki/Yoshihiro_Tatsumi
Yoshihiro Yamada (page does not exist),https://en.wikipedia.org/w/index.php?title=Yoshihiro_Yamada&action=edit&redlink=1
Yoshihiro Yonezawa,https://en.wikipedia.org/wiki/Yoshihiro_Yonezawa
Yoshiie Gōda (page does not exist),https://en.wikipedia.org/w/index.php?title=Yoshiie_G%C5%8Dda&action=edit&redlink=1
Yoshimasa Hosoya,https://en.wikipedia.org/wiki/Yoshimasa_Hosoya
Yoshitoki Ōima,https://en.wikipedia.org/wiki/Yoshitoki_%C5%8Cima
Yotsuba&!,https://en.wikipedia.org/wiki/Yotsuba%26!
"You are encouraged to create an account and log in; however, it is not mandatory",https://en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=March+Comes+in+Like+a+Lion
"You're encouraged to log in; however, it's not mandatory. [o]",https://en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=March+Comes+in+Like+a+Lion
Young Animal (magazine),https://en.wikipedia.org/wiki/Young_Animal_(magazine)
Yu Itō (page does not exist),https://en.wikipedia.org/w/index.php?title=Yu_It%C5%8D&action=edit&redlink=1
Yuichi Nakamura (voice actor),https://en.wikipedia.org/wiki/Yuichi_Nakamura_(voice_actor)
Yukari Hashimoto,https://en.wikipedia.org/wiki/Yukari_Hashimoto
Yuki (singer),https://en.wikipedia.org/wiki/Yuki_(singer)
Yuki Andō (page does not exist),https://en.wikipedia.org/w/index.php?title=Yuki_And%C5%8D&action=edit&redlink=1
Yuki Shikawa (page does not exist),https://en.wikipedia.org/w/index.php?title=Yuki_Shikawa&action=edit&redlink=1
Yuki Suetsugu,https://en.wikipedia.org/wiki/Yuki_Suetsugu
Yuki Urushibara,https://en.wikipedia.org/wiki/Yuki_Urushibara
Yukihiro Miyamoto,https://en.wikipedia.org/wiki/Yukihiro_Miyamoto
Yumi Hotta,https://en.wikipedia.org/wiki/Yumi_Hotta
Yumiko Ōshima,https://en.wikipedia.org/wiki/Yumiko_%C5%8Cshima
Yōji Ueda,https://en.wikipedia.org/wiki/Y%C5%8Dji_Ueda
Yū Suzunoki,https://en.wikipedia.org/wiki/Y%C5%AB_Suzunoki
Yūji Aoki,https://en.wikipedia.org/wiki/Y%C5%ABji_Aoki
Yūji Moritaka (page does not exist),https://en.wikipedia.org/w/index.php?title=Y%C5%ABji_Moritaka&action=edit&redlink=1
Yūji Ueda,https://en.wikipedia.org/wiki/Y%C5%ABji_Ueda
Zaregoto (series),https://en.wikipedia.org/wiki/Zaregoto_(series)
Zipang (manga),https://en.wikipedia.org/wiki/Zipang_(manga)
ja:大友啓史,https://en.wikipedia.orghttps://ja.wikipedia.org/wiki/%E5%A4%A7%E5%8F%8B%E5%95%93%E5%8F%B2
wmf:Privacy policy,https://en.wikipedia.orghttps://foundation.wikimedia.org/wiki/Privacy_policy
Ōoku: The Inner Chambers,https://en.wikipedia.org/wiki/%C5%8Coku:_The_Inner_Chambers
Ōsaka Hamlet (page does not exist),https://en.wikipedia.org/w/index.php?title=%C5%8Csaka_Hamlet&action=edit&redlink=1
أسد آذار – Arabic,https://en.wikipedia.orghttps://ar.wikipedia.org/wiki/%D8%A3%D8%B3%D8%AF_%D8%A2%D8%B0%D8%A7%D8%B1
ตราบวันฟ้าใส – Thai,https://en.wikipedia.orghttps://th.wikipedia.org/wiki/%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B8%9A%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%9F%E0%B9%89%E0%B8%B2%E0%B9%83%E0%B8%AA
